Plot Title: 10169142,,,,,
#,"Date Time, GMT-08:00","Temp, °C","Intensity, Lux","Batt, V",End Of File
1,9/1/2020 0:36,12.207,0,2.12,
2,9/1/2020 6:36,13.942,1076.4,2.13,
3,9/1/2020 12:36,20.519,2066.7,2.16,
4,9/1/2020 18:36,18.14,0,2.15,
5,9/2/2020 0:36,16.427,0,2.14,
6,9/2/2020 6:36,15.664,1237.9,2.13,
7,9/2/2020 12:36,21.282,1980.6,2.16,
8,9/2/2020 18:36,18.521,0,2.15,
9,9/3/2020 0:36,16.808,0,2.14,
10,9/3/2020 6:36,17.094,1119.5,2.14,
11,9/3/2020 12:36,23.292,2066.7,2.17,
12,9/3/2020 18:36,20.901,0,2.16,
13,9/4/2020 0:36,18.331,0,2.15,
14,9/4/2020 6:36,17.284,1044.1,2.15,
15,9/4/2020 12:36,22.046,2152.8,2.16,
16,9/4/2020 18:36,18.521,0,2.15,
17,9/5/2020 0:36,14.996,0,2.13,
18,9/5/2020 6:36,13.558,1184,2.12,
19,9/5/2020 12:36,19.377,2066.7,2.15,
20,9/5/2020 18:36,16.046,0,2.13,
21,9/6/2020 0:36,14.23,0,2.12,
22,9/6/2020 6:36,14.996,1216.3,2.13,
23,9/6/2020 12:36,21.473,2325,2.15,
24,9/6/2020 18:36,18.806,0,2.14,
25,9/7/2020 0:36,16.427,0,2.13,
26,9/7/2020 6:36,15.664,1054.9,2.12,
27,9/7/2020 12:36,21.378,2411.1,2.15,
28,9/7/2020 18:36,15.76,0,2.12,
29,9/8/2020 0:36,10.846,0,2.08,
30,9/8/2020 6:36,10.944,1087.2,2.08,
31,9/8/2020 12:36,20.901,1550,2.14,
32,9/8/2020 18:36,13.365,0,2.1,
33,9/9/2020 0:36,11.916,0,2.09,
34,9/9/2020 6:36,11.528,731.9,2.08,
35,9/9/2020 12:36,22.333,1463.9,2.15,
36,9/9/2020 18:36,17.57,0,2.13,
37,9/10/2020 0:36,17.094,0,2.12,
38,9/10/2020 6:36,15.569,355.2,2.1,
39,9/10/2020 12:36,19.187,1259.4,2.14,
40,9/10/2020 18:36,17.094,0,2.12,
41,9/11/2020 0:36,13.558,0,2.09,
42,9/11/2020 6:36,12.594,129.2,2.08,
43,9/11/2020 12:36,18.331,2411.1,2.13,
44,9/11/2020 18:36,14.709,0,2.1,
45,9/12/2020 0:36,12.69,0,2.08,
46,9/12/2020 6:36,12.98,215.3,2.08,
47,9/12/2020 12:36,18.806,2325,2.13,
48,9/12/2020 18:36,14.804,0,2.1,
49,9/13/2020 0:36,13.654,0,2.09,
50,9/13/2020 6:36,13.942,430.6,2.09,
51,9/13/2020 12:36,19.567,2325,2.13,
52,9/13/2020 18:36,15.855,0,2.09,
53,9/14/2020 0:36,13.75,0,2.08,
54,9/14/2020 6:36,13.942,43.1,2.08,
55,9/14/2020 12:36,19.377,2497.2,2.12,
56,9/14/2020 18:36,14.709,0,2.09,
57,9/15/2020 0:36,13.654,0,2.08,
58,9/15/2020 6:36,14.517,258.3,2.08,
59,9/15/2020 12:36,20.901,2411.1,2.12,
60,9/15/2020 18:36,15.664,0,2.08,
61,9/16/2020 0:36,13.846,0,2.08,
62,9/16/2020 6:36,13.846,139.9,2.08,
63,9/16/2020 12:36,20.996,2325,2.12,
64,9/16/2020 18:36,14.613,0,2.08,
65,9/17/2020 0:36,12.69,0,2.07,
66,9/17/2020 6:36,12.11,258.3,2.06,
67,9/17/2020 12:36,19.758,2669.5,2.1,
68,9/17/2020 18:36,14.23,0,2.07,
69,9/18/2020 0:36,12.883,0,2.06,
70,9/18/2020 6:36,12.497,10.8,2.06,
71,9/18/2020 12:36,13.75,538.2,2.07,
72,9/18/2020 18:36,10.259,0,2.05,
73,9/19/2020 0:36,9.965,0,2.05,
74,9/19/2020 6:36,10.357,193.8,2.05,
75,9/19/2020 12:36,11.528,1141,2.06,
76,9/19/2020 18:36,10.357,0,2.06,
77,9/20/2020 0:36,8.879,0,2.05,
78,9/20/2020 6:36,7.983,775,2.04,
79,9/20/2020 12:36,14.421,2066.7,2.07,
80,9/20/2020 18:36,11.722,0,2.06,
81,9/21/2020 0:36,10.357,0,2.05,
82,9/21/2020 6:36,9.768,731.9,2.04,
83,9/21/2020 12:36,14.709,2755.6,2.07,
84,9/21/2020 18:36,12.304,0,2.06,
85,9/22/2020 0:36,11.431,0,2.05,
86,9/22/2020 6:36,10.748,409,2.05,
87,9/22/2020 12:36,15.378,3100,2.06,
88,9/22/2020 18:36,12.304,0,2.06,
89,9/23/2020 0:36,10.553,0,2.04,
90,9/23/2020 6:36,10.259,624.3,2.04,
91,9/23/2020 12:36,14.613,2583.4,2.07,
92,9/23/2020 18:36,13.269,0,2.06,
93,9/24/2020 0:36,10.161,0,2.04,
94,9/24/2020 6:36,9.176,775,2.04,
95,9/24/2020 12:36,11.334,2755.6,2.05,
96,9/24/2020 18:36,9.866,0,2.04,
97,9/25/2020 0:36,7.682,0,2.03,
98,9/25/2020 6:36,8.382,53.8,2.04,
99,9/25/2020 12:36,8.779,559.7,2.04,
100,9/25/2020 18:36,9.965,0,2.04,
101,9/26/2020 0:36,9.472,0,2.04,
102,9/26/2020 6:36,8.481,53.8,2.03,
103,9/26/2020 12:36,10.748,2152.8,2.04,
104,9/26/2020 18:36,9.571,0,2.04,
105,9/27/2020 0:36,7.481,0,2.03,
106,9/27/2020 6:36,6.978,688.9,2.02,
107,9/27/2020 12:36,12.11,1463.9,2.05,
108,9/27/2020 18:36,9.866,0,2.03,
109,9/28/2020 0:36,8.481,0,2.03,
110,9/28/2020 6:36,9.472,785.8,2.04,
111,9/28/2020 12:36,16.046,1550,2.05,
112,9/28/2020 18:36,14.9,0,2.06,
113,9/29/2020 0:36,14.23,0,2.06,
114,9/29/2020 6:36,13.269,785.8,2.05,
115,9/29/2020 12:36,18.426,1636.1,2.07,
116,9/29/2020 18:36,15.664,0,2.05,
117,9/30/2020 0:36,14.038,0,2.06,
118,9/30/2020 6:36,13.846,688.9,2.05,
119,9/30/2020 12:36,18.806,1636.1,2.07,
120,9/30/2020 18:36,15.855,0,2.05,
121,10/1/2020 0:36,14.709,0,2.06,
122,10/1/2020 6:36,14.325,602.8,2.05,
123,10/1/2020 12:36,19.472,2066.7,2.07,
124,10/1/2020 18:36,15.664,0,2.05,
125,10/2/2020 0:36,14.709,0,2.06,
126,10/2/2020 6:36,13.654,538.2,2.05,
127,10/2/2020 12:36,18.616,2583.4,2.06,
128,10/2/2020 18:36,14.9,0,2.05,
129,10/3/2020 0:36,13.558,0,2.05,
130,10/3/2020 6:36,12.69,538.2,2.04,
131,10/3/2020 12:36,17.57,2411.1,2.05,
132,10/3/2020 18:36,14.23,0,2.05,
133,10/4/2020 0:36,12.69,0,2.04,
134,10/4/2020 6:36,11.722,818.1,2.03,
135,10/4/2020 12:36,17.284,2066.7,2.05,
136,10/4/2020 18:36,12.69,0,2.04,
137,10/5/2020 0:36,11.528,0,2.03,
138,10/5/2020 6:36,11.722,796.5,2.02,
139,10/5/2020 12:36,17.094,1980.6,2.05,
140,10/5/2020 18:36,14.613,0,2.04,
141,10/6/2020 0:36,13.846,0,2.04,
142,10/6/2020 6:36,13.654,753.5,2.03,
143,10/6/2020 12:36,18.711,2152.8,2.05,
144,10/6/2020 18:36,15.282,0,2.04,
145,10/7/2020 0:36,13.269,0,2.03,
146,10/7/2020 6:36,12.401,172.2,2.02,
147,10/7/2020 12:36,17.665,3444.5,2.05,
148,10/7/2020 18:36,12.69,0,2.03,
149,10/8/2020 0:36,11.041,0,2.01,
150,10/8/2020 6:36,10.357,183,2.01,
151,10/8/2020 12:36,15.187,2066.7,2.03,
152,10/8/2020 18:36,12.207,0,2.02,
153,10/9/2020 0:36,10.357,0,2.01,
154,10/9/2020 6:36,9.866,193.8,2,
155,10/9/2020 12:36,15.76,2238.9,2.03,
156,10/9/2020 18:36,11.334,0,2.01,
157,10/10/2020 0:36,10.651,0,2,
158,10/10/2020 6:36,8.978,0,2,
159,10/10/2020 12:36,8.082,2927.8,1.99,
160,10/10/2020 18:36,5.757,0,1.99,
161,10/11/2020 0:36,5.244,0,1.98,
162,10/11/2020 6:36,5.655,0,1.98,
163,10/11/2020 12:36,6.674,1119.5,1.99,
164,10/11/2020 18:36,7.682,0,1.99,
165,10/12/2020 0:36,9.077,0,1.99,
166,10/12/2020 6:36,7.582,0,1.99,
167,10/12/2020 12:36,9.077,1334.7,1.99,
168,10/12/2020 18:36,7.983,0,1.99,
169,10/13/2020 0:36,7.381,0,1.99,
170,10/13/2020 6:36,8.182,0,1.99,
171,10/13/2020 12:36,10.651,129.2,1.99,
172,10/13/2020 18:36,8.68,0,1.99,
173,10/14/2020 0:36,6.37,0,1.98,
174,10/14/2020 6:36,4.727,0,1.97,
175,10/14/2020 12:36,8.382,1205.6,1.99,
176,10/14/2020 18:36,6.064,0,1.97,
177,10/15/2020 0:36,4.207,0,1.96,
178,10/15/2020 6:36,2.943,0,1.95,
179,10/15/2020 12:36,7.983,731.9,1.98,
180,10/15/2020 18:36,7.28,0,1.97,
181,10/16/2020 0:36,7.381,0,1.97,
182,10/16/2020 6:36,7.782,0,1.97,
183,10/16/2020 12:36,12.69,688.9,1.99,
184,10/16/2020 18:36,10.748,0,1.98,
185,10/17/2020 0:36,9.768,0,1.98,
186,10/17/2020 6:36,9.571,21.5,1.99,
187,10/17/2020 12:36,11.625,1097.9,1.99,
188,10/17/2020 18:36,8.978,0,1.98,
189,10/18/2020 0:36,8.779,0,1.98,
190,10/18/2020 6:36,8.082,0,1.97,
191,10/18/2020 12:36,9.472,602.8,1.98,
192,10/18/2020 18:36,9.768,0,1.97,
193,10/19/2020 0:36,9.768,0,1.97,
194,10/19/2020 6:36,8.978,0,1.97,
195,10/19/2020 12:36,10.553,731.9,1.97,
196,10/19/2020 18:36,8.182,0,1.97,
197,10/20/2020 0:36,7.682,0,1.96,
198,10/20/2020 6:36,6.37,0,1.95,
199,10/20/2020 12:36,10.553,1377.8,1.97,
200,10/20/2020 18:36,9.768,0,1.96,
201,10/21/2020 0:36,7.682,0,1.96,
202,10/21/2020 6:36,6.573,0,1.95,
203,10/21/2020 12:36,7.782,1033.3,1.96,
204,10/21/2020 18:36,3.472,0,1.93,
205,10/22/2020 0:36,0.674,0,1.91,
206,10/22/2020 6:36,-0.437,0,1.91,
207,10/22/2020 12:36,4.727,688.9,1.94,
208,10/22/2020 18:36,2.303,0,1.92,
209,10/23/2020 0:36,1.33,0,1.91,
210,10/23/2020 6:36,1.872,0,1.91,
211,10/23/2020 12:36,6.471,2755.6,1.93,
212,10/23/2020 18:36,6.064,0,1.93,
213,10/24/2020 0:36,7.28,0,1.94,
214,10/24/2020 6:36,5.757,0,1.93,
215,10/24/2020 12:36,5.962,914.9,1.93,
216,10/24/2020 18:36,1.98,0,1.91,
217,10/25/2020 0:36,-1.341,0,1.9,
218,10/25/2020 6:36,-2.844,0,1.9,
219,10/25/2020 12:36,-0.437,818.1,1.9,
220,10/25/2020 18:36,-1.228,0,1.9,
221,10/26/2020 0:36,-1.341,0,1.9,
222,10/26/2020 6:36,-0.437,0,1.9,
223,10/26/2020 12:36,1.656,731.9,1.9,
224,10/26/2020 18:36,1.112,0,1.9,
225,10/27/2020 0:36,1.221,0,1.9,
226,10/27/2020 6:36,2.73,0,1.9,
227,10/27/2020 12:36,7.983,699.7,1.93,
228,10/27/2020 18:36,6.775,0,1.92,
229,10/28/2020 0:36,6.978,0,1.93,
230,10/28/2020 6:36,7.28,0,1.93,
231,10/28/2020 12:36,11.431,1033.3,1.94,
232,10/28/2020 18:36,9.275,0,1.94,
233,10/29/2020 0:36,8.282,0,1.94,
234,10/29/2020 6:36,7.179,0,1.93,
235,10/29/2020 12:36,11.041,1044.1,1.94,
236,10/29/2020 18:36,8.879,0,1.94,
237,10/30/2020 0:36,8.581,0,1.93,
238,10/30/2020 6:36,6.978,0,1.92,
239,10/30/2020 12:36,8.282,1205.6,1.93,
240,10/30/2020 18:36,6.37,0,1.92,
241,10/31/2020 0:36,2.943,0,1.9,
242,10/31/2020 6:36,2.195,0,1.9,
243,10/31/2020 12:36,7.079,947.2,1.91,
244,10/31/2020 18:36,7.983,0,1.92,
245,11/1/2020 0:36,8.182,0,1.92,
246,11/1/2020 6:36,7.582,0,1.92,
247,11/1/2020 12:36,12.594,1237.9,1.94,
248,11/1/2020 18:36,9.965,0,1.93,
249,11/2/2020 0:36,9.768,0,1.92,
250,11/2/2020 6:36,9.077,0,1.93,
251,11/2/2020 12:36,12.69,1334.7,1.94,
252,11/2/2020 18:36,9.571,0,1.93,
253,11/3/2020 0:36,8.68,0,1.92,
254,11/3/2020 6:36,7.882,43.1,1.91,
255,11/3/2020 12:36,10.651,947.2,1.92,
256,11/3/2020 18:36,8.879,0,1.92,
257,11/4/2020 0:36,8.68,0,1.92,
258,11/4/2020 6:36,8.779,0,1.92,
259,11/4/2020 12:36,12.207,1980.6,1.93,
260,11/4/2020 18:36,10.161,0,1.92,
261,11/5/2020 0:36,9.768,0,1.91,
262,11/5/2020 6:36,9.275,0,1.92,
